subject,question_id,question,A,B,C,D,E,F,G,H,I,J,true_answer,pred,is_correct,answer_method,cot_pred,cot_input_length,cot_gen_length,cot_output,answer_latency_ms,extraction_method_used,ground_truth_normalized,extracted_normalized
SPLIT_0_OF_1,128,all cells use cellular respiration to,photosynthesize,release waste,perform meiosis,release energy,,,,,,,B,D,False,generate,D,110,5,D. release energy,70.53131202701479,,,
SPLIT_0_OF_1,129,The viewing oriented sensor of a prairie creature are for what?,reproductive purposes,viewing sounds,sensing views,sensing tastes,,,,,,,C,C,True,generate,C,113,9,The correct answer is C. sensing views,105.93354399316013,,,
SPLIT_0_OF_1,130,"A dog is going to have to corral sheep for the afternoon, so it needs to prepare its body for the enormous workload ahead of it. The dog is",breaks for birds on the road,given a large breakfast,eats a few corn cobs,given two apples to watch,,,,,,,B,A,False,generate,A,146,13,The correct answer is A. breaks for birds on the road,143.9663659548387,,,
SPLIT_0_OF_1,131,"A woman sells bracelets that she makes. The bracelets gain popularity, and the woman makes incredibly large amounts of money from the sales. After a while, very few people are still buying the bracelets, so",the woman makes more money,the woman makes the same amount of money,the woman spends more money,the woman makes less money,,,,,,,D,A,False,generate,A,156,7,The correct answer is A.,90.99734196206555,,,
SPLIT_0_OF_1,132,A desert environment is,"dry, grass covered, and humid","lush, green, and tropical","arid, parched, and sun-baked","dry, damp, and lush",,,,,,,C,C,True,generate,C,126,16,"The correct answer is C. arid, parched, and sun-baked",167.42066497681662,,,
SPLIT_0_OF_1,133,Seasons are caused by what rotating on its axis?,Our Planet,The Atmosphere,The Equator,The Sun,,,,,,,A,A,True,generate,A,113,9,The correct answer is A. Our Planet,106.50591301964596,,,
SPLIT_0_OF_1,134,Which is best an letting electricity pass through?,tile flooring,human flesh,hockey stick,a steak knife,,,,,,,D,A,False,generate,A,110,9,The correct answer is A. tile flooring,105.61972099822015,,,
SPLIT_0_OF_1,135,Asteroids crashing on planets can leave behind,"large, bowl-shaped cavities in the ground",aliens and foreign foods,small dents in the planet's core,lakes filled with salty water,,,,,,,A,A,True,generate,A,128,16,"The correct answer is A. large, bowl-shaped cavities in the ground",166.42830695491284,,,
SPLIT_0_OF_1,136,What is the formula of the substance which best helps plants grow,NH4,C4H4,CO2,H2O,,,,,,,D,D,True,generate,D,116,10,The correct answer is D. H2O,114.76306500844657,,,
SPLIT_0_OF_1,137,You can experience a change of pressure when,Yelling really loud,Soaring the skies,Going walking,riding a bike,,,,,,,B,A,False,generate,A,114,11,The correct answer is A. Yelling really loud,122.95451998943463,,,
SPLIT_0_OF_1,138,A small creek absorbing heat energy can result in,the creek water getting colder,a parched creek bed,tributaries branching off from the creek,a runoff of extra water,,,,,,,B,D,False,generate,D,125,13,The correct answer is D. a runoff of extra water.,140.34038002137095,,,
SPLIT_0_OF_1,139,Summertime  happens during June in all but which location?,Australia,in Canada,United States,Europe,,,,,,,A,A,True,generate,A,111,8,The correct answer is A. Australia,97.01711701927707,,,
SPLIT_0_OF_1,140,It takes more water to fill a bathtub than a,lake,pool,stomach,holding tank,,,,,,,C,D,False,generate,D,108,9,The correct answer is D. holding tank,105.66308500710875,,,
SPLIT_0_OF_1,141,The eighth month of the year is winter in,Brazil,Indiana,London,Canada,,,,,,,A,D,False,generate,D,106,8,The correct answer is D. Canada,97.58421801961958,,,
SPLIT_0_OF_1,142,birds use their peckers to catch,dogs,a tan,a ball,bees,,,,,,,D,D,True,generate,D,107,8,The correct answer is D. bees,97.32896200148389,,,
SPLIT_0_OF_1,143,transplanting seedling oaks has a positive impact on,fuel costs,the economy,housing value,the environment,,,,,,,D,D,True,generate,D,113,5,D. the environment,71.19532296201214,,,
SPLIT_0_OF_1,144,What is an example of hunting?,humans throwing a spear through an animal,humans chewing on boiled animal muscles,humans gathering animals in a gate,humans plucking fruit from a tree,,,,,,,A,A,True,generate,A,125,14,The correct answer is A. humans throwing a spear through an animal,149.22146999742836,,,
SPLIT_0_OF_1,145,Which of these has shape that changes depending on the container which it resides within?,paper,wood,stone,orange juice,,,,,,,D,D,True,generate,D,113,9,The correct answer is D. orange juice,106.28490004455671,,,
SPLIT_0_OF_1,146,What would be the flavor if you ate the item that fell and is thought to have hit Sir Issac Newton's head,Sweet,Salty,bitter,sour,,,,,,,A,A,True,generate,A,122,8,The correct answer is A. Sweet,97.45670499978587,,,
SPLIT_0_OF_1,147,Earth's four layers are comprised mainly of,stone,bacteria,water,air,,,,,,,A,D,False,generate,D,105,8,The correct answer is D. air,97.48383000260219,,,
SPLIT_0_OF_1,148,"if coffee sits in the fridge and loses its liquid form, what is that point known as?",the freezing point,the prime point,the boiling point,the melting point,,,,,,,A,A,True,generate,A,123,6,A. the freezing point,80.07128100143746,,,
SPLIT_0_OF_1,149,Mammals give birth to live,children,birds,fish,insects,,,,,,,A,A,True,generate,A,104,8,The correct answer is A. children,97.61014702962711,,,
SPLIT_0_OF_1,150,"If a battery in an electromagnet is active, then what will happen to a nail in that electromagnet?",it loses its magnetization,it loses its charge,it may become magnetized,it gains a charge,,,,,,,C,A,False,generate,A,132,12,The correct answer is A. it loses its magnetization,133.06260004173964,,,
SPLIT_0_OF_1,151,Which of these is a factor in the shape of a fern's seed?,luck,humans,gold,inheritance,,,,,,,D,A,False,generate,A,111,8,The correct answer is A. luck,97.20352198928595,,,
SPLIT_0_OF_1,152,Which is recyclable?,An Elephant,A school notebook,A boat,A lake,,,,,,,B,B,True,generate,B,106,10,The correct answer is B. A school notebook,115.00205897027627,,,
SPLIT_0_OF_1,153,"if the population in a habitat is on a steady decline, what condition is the habitat?",it is a place to emigrate from,it is an ideal habitat,it is an unsustainable habitat,it is a thriving abode,,,,,,,C,C,True,generate,C,134,13,The correct answer is C. it is an unsustainable habitat.,142.83115701982751,,,
SPLIT_0_OF_1,154,A teacher wants to show how to combine two substances together. The two things that he can use in order to mix them completely are,water and soda,water and oil,sand and rocks,salt and bark,,,,,,,A,B,False,generate,B,131,10,The correct answer is B. water and oil,115.44270400190726,,,
SPLIT_0_OF_1,155,Medicine is used to cure but can cause people to have allergic reactions such as,spider bites,vomiting,placebo effect,dance fever,,,,,,,B,A,False,generate,A,116,9,The correct answer is A. spider bites,106.08224204042926,,,
SPLIT_0_OF_1,156,Lightning may lead to,damage to local foliage,rainbows across the sky,growth of local flora,firefighters getting the night off,,,,,,,A,A,True,generate,A,116,11,The correct answer is A. damage to local foliage,123.61536698881537,,,
SPLIT_0_OF_1,157,When would a nocturnal predator most likely hunt?,5 p.m.,12 p.m.,3 a.m.,10 a.m.,,,,,,,C,A,False,generate,A,120,12,The correct answer is A. 5 p.m.,132.13106902549043,,,
SPLIT_0_OF_1,158,Where water be located in its gas form?,inside a disc golf driver,inside of a brass pipe,a mile up in the sky,inside a leather baseball,,,,,,,C,C,True,generate,C,121,13,The correct answer is C. a mile up in the sky,140.34446299774572,,,
SPLIT_0_OF_1,159,Green parts of a life form absorb,carbon dioxide,light,oxygen,water,,,,,,,B,D,False,generate,D,105,8,The correct answer is D. water,96.99082298902795,,,
SPLIT_0_OF_1,160,If a new species of predator joins a community,the new species will become herbivores,prey will experience an increase in population,prey will experience a drop in population,the old species will die out,,,,,,,C,B,False,generate,B,130,14,The correct answer is B. prey will experience an increase in population,149.84398102387786,,,
SPLIT_0_OF_1,161,Why would a perennial plant with an elongated stem a frequently used for lumber fall to the ground?,It's dead,For water,For food,For sun,,,,,,,A,A,True,generate,A,121,2,A,45.291255053598434,,,
SPLIT_0_OF_1,162,I'm an animal with a white fur and a large fluffy tail that lives in arctic regions; what am I?,weasel,snow fox,wolf,polar bear,,,,,,,B,B,True,generate,B,123,9,The correct answer is B. snow fox,105.92379397712648,,,
SPLIT_0_OF_1,163,Dairy is a source of,a vitamin that prevents blood loss,a vitamin that treats amino acid deficiency,a group of fat-soluble secosteroids,a vitamin that helps treat liver problems,,,,,,,C,A,False,generate,A,129,13,The correct answer is A. a vitamin that prevents blood loss,142.20323704648763,,,
SPLIT_0_OF_1,164,"Atomic 26 is drawn to a device, it could be",magnetized,Na,compass,K,,,,,,,A,A,True,generate,A,111,6,The correct answer is A,79.54022596823052,,,
SPLIT_0_OF_1,165,why do tadpoles change into frogs?,tadpoles change to different animals,tadpoles are really just fish,they are young frogs still growing,none of these,,,,,,,C,D,False,generate,D,124,6,D. none of these,79.6466150204651,,,
SPLIT_0_OF_1,166,What do cows eat?,Chickpeas,Chocolate,Steak,Poultry,,,,,,,A,D,False,generate,D,104,9,The correct answer is D. Poultry,106.05137498350814,,,
SPLIT_0_OF_1,167,Which object conducts electricity?,Window,Rubik's Cube,Ship Anchor,Boulder,,,,,,,C,A,False,generate,A,105,8,The correct answer is A. Window,96.97214904008433,,,
SPLIT_0_OF_1,168,Glucose travels,from roots to leaves of a daffodil,from a rose's leaves to the atmosphere,from a daisy's leaves into it's underground support system,from the sun to a sunflower's buds,,,,,,,C,A,False,generate,A,135,16,The correct answer is A. from roots to leaves of a daffodil,166.37087700655684,,,
SPLIT_0_OF_1,169,Evaporation,only happens in the summer,is like nature's disappearing water trick,is caused by snow,involves the disappearance of sunlight,,,,,,,B,A,False,generate,A,116,12,The correct answer is A. only happens in the summer,132.0072779781185,,,
SPLIT_0_OF_1,170,"In order for crops to grow food safely, pesticides are used on them. When it floods, this causes t he what to be poisonous?",air,Corn,Runoff,farmers,,,,,,,C,A,False,generate,A,125,2,A,45.0791860348545,,,
SPLIT_0_OF_1,171,The boy was able to warm the fireplace without a lighter thanks to what?,friction,metal,wishing,magic,,,,,,,A,B,False,generate,B,111,8,The correct answer is B. metal,96.44782403483987,,,
SPLIT_0_OF_1,172,Where would a duck like to live?,the Sahara,Antarctica,the Appalachian mountains,Death Valley,,,,,,,C,A,False,generate,A,108,9,The correct answer is A. the Sahara,105.39618600159883,,,
SPLIT_0_OF_1,173,What do tuna eat?,Atlantic menhaden,Swedish fish,gummy fish,laminariales,,,,,,,A,A,True,generate,A,109,11,The correct answer is A. Atlantic menhaden,122.78077797964215,,,
SPLIT_0_OF_1,174,"A woman notices that she is depressed every autumn, and wonders why. A friend suggests to her that perhaps certain changes that take place as seasons move from warm to cold may be having an effect on her. When pressed for an example of these changes, the friend cites",flowers blooming,grass turning brown,trees growing,blossoms blooming,,,,,,,B,D,False,generate,D,158,11,The correct answer is D. blossoms blooming,123.46341501688585,,,
SPLIT_0_OF_1,175,is it normal for an adult animal to lay eggs?,it has never happened,yes it is standard,it is abnormal and weird,all of these,,,,,,,B,D,False,generate,D,119,6,D. all of these,79.45835002465174,,,
SPLIT_0_OF_1,176,If your dog is overweight,add more fat to their diet,cut back their caloric intake,let them sleep more,increase their caloric intake,,,,,,,B,A,False,generate,A,119,13,The correct answer is A. add more fat to their diet,140.38693998008966,,,
SPLIT_0_OF_1,177,Eyes allow humans,to detect when a traffic light changes,detect sour flavors in candy,hear music at concerts,detect acrid odors in the air,,,,,,,A,A,True,generate,A,121,14,The correct answer is A. to detect when a traffic light changes,148.5623530461453,,,
SPLIT_0_OF_1,178,Organisms covered by layers of sediment,become fossils over night,may end up reanimated over time,develop characteristics for survival,may end up fueling a car,,,,,,,D,A,False,generate,A,122,11,The correct answer is A. become fossils over night,123.02300101146102,,,
SPLIT_0_OF_1,179,The winter solstice is on December 21st in the,counties,north of equator,states,southern hemisphere,,,,,,,B,A,False,generate,A,114,6,The correct answer is A,79.69934598077089,,,
SPLIT_0_OF_1,180,A lake environment is a good setup for what to happen to organic remains?,bleaching,burning,fossilization,drying,,,,,,,C,C,True,generate,C,113,9,The correct answer is C. fossilization,106.20006098179147,,,
SPLIT_0_OF_1,181,were there fossil fuels in the ground when humans evolved?,this was only created by humans,humans predate fossil fuel formation,significant supplies accumulated prior,none of these,,,,,,,C,D,False,generate,D,122,6,D. none of these,79.87294101621956,,,
SPLIT_0_OF_1,182,"The Grand Canyon is massive, with large, high peaks and very deep lows, which was formed when",some water is around it,water rained on it,natural waters weathered it,a pool was opened,,,,,,,C,C,True,generate,C,132,12,The correct answer is C. natural waters weathered it,132.62790499720722,,,
SPLIT_0_OF_1,183,What type of useful product can be made from the moving winds?,wood,bananas,electricity,metal,,,,,,,C,C,True,generate,C,109,8,The correct answer is C. electricity,97.38909901352599,,,
SPLIT_0_OF_1,184,The sides of the canyon are,metal,water,rivers,stone,,,,,,,D,D,True,generate,D,103,4,D. stone,62.66077404143289,,,
SPLIT_0_OF_1,185,which of these people would have the worst air quality at their residence?,a man who lives next to a landfill,a man who lives in a city with the best air quality,none of these,a man who lives in a great suburb,,,,,,,A,A,True,generate,A,137,7,The correct answer is A.,88.524712016806,,,
SPLIT_0_OF_1,186,What is a stopwatch used for?,to rewind 5 minutes,to tell what will happen 5 minutes from now,to voice the time,to measure minutes and hours,,,,,,,D,D,True,generate,D,123,12,The correct answer is D. to measure minutes and hours,131.77060399902984,,,
SPLIT_0_OF_1,187,As a drought worsens the level at an aquifer will,stay the same,fluctuate wildly,decrease,increase,,,,,,,C,C,True,generate,C,113,8,The correct answer is C. decrease,97.42310497676954,,,
SPLIT_0_OF_1,188,Wind frequently helps transport from one place to another,marble statues,molten magma,subterranean termites,exposed topsoil,,,,,,,D,D,True,generate,D,116,11,The correct answer is D. exposed topsoil,123.68944002082571,,,
SPLIT_0_OF_1,189,When a kid slams on the brakes on their bike what is caused?,bike helmet,avoiding accidents,friction,gearing,,,,,,,C,A,False,generate,A,113,7,The correct answer is A.,88.8724360265769,,,
SPLIT_0_OF_1,190,Sources of spices have,crystals,feathers,cell walls,craters,,,,,,,C,A,False,generate,A,103,8,The correct answer is A. crystals,96.651297993958,,,
SPLIT_0_OF_1,191,Conservation,leads to longer drought of resources,leads to longer availability of resources,leads to more consumption,leads to short supply of resources,,,,,,,B,D,False,generate,D,117,14,The correct answer is D. leads to short supply of resources.,150.71650099707767,,,
SPLIT_0_OF_1,192,A tree is not the habitat of a,squirrel,woodpecker,monkey,lion,,,,,,,D,A,False,generate,A,107,6,The correct answer is A,79.94107098784298,,,
SPLIT_0_OF_1,193,Erosion could lead to,a change in the direction of a stream,a change in ocean temperatures,an increase in rainy weather,an increase in plants and animals,,,,,,,A,A,True,generate,A,123,15,The correct answer is A. a change in the direction of a stream,158.04763603955507,,,
SPLIT_0_OF_1,194,A hemisphere experiences summer when,it's tilted towards Jupiter,it's angled towards the moon,it's angled towards the largest star in the solar system,it spins counter clockwise on Earth's axis,,,,,,,C,A,False,generate,A,128,12,The correct answer is A. it's tilted towards Jupiter,132.55753699922934,,,
SPLIT_0_OF_1,195,What date is the amount of daylight minimized,Jul 4th,Feb 29th,May 3rd,Sep 1st,,,,,,,B,A,False,generate,A,118,11,The correct answer is A. Jul 4th,123.74056200496852,,,
SPLIT_0_OF_1,196,Which term is involved with protection by skin?,Eucerin pH5 range,Sagittal plane,pyogenic vibrio,popliteus,,,,,,,A,A,True,generate,A,117,7,The correct answer is A.,88.89704395551234,,,
SPLIT_0_OF_1,197,The reason Earth is so sturdy is because,It is made from rock,It eats three meals a day,It has a loving family,It is made from metal,,,,,,,A,A,True,generate,A,122,13,The correct answer is A. It is made from rock.,140.67449502181262,,,
SPLIT_0_OF_1,198,A plant left in the dark,produces fruit,grows faster,fails to grow,gets greener,,,,,,,C,C,True,generate,C,109,10,The correct answer is C. fails to grow,114.61937299463898,,,
SPLIT_0_OF_1,199,"A boy wants to use his Walkman so that he can listen to some music. When he tries to turn it on, it us unable to, and the boy realizes that he will need",heat,metal,lithium-ion,plastic,,,,,,,C,A,False,generate,A,136,8,The correct answer is A. heat,98.2650289661251,,,
SPLIT_0_OF_1,200,Nuclear activity is the cause of what celestial occurrence?,axial planetary rotation,comets,planetary formation,the sun's rays,,,,,,,D,A,False,generate,A,114,10,The correct answer is A. axial planetary rotation,114.7921800147742,,,
SPLIT_0_OF_1,201,Which source provides the safest water?,River,Sea,Ocean,Rain,,,,,,,D,A,False,generate,A,103,8,The correct answer is A. River,96.76115296315402,,,
SPLIT_0_OF_1,202,"A rabbit has a litter of bunnies! Most of the babies are white, just like the mother rabbit, but one baby has brown spots, like the father rabbit. The father rabbit",spread out some fur,has black on his ears,passed down inherited characteristics,is the same size as the mother,,,,,,,C,C,True,generate,C,151,11,The correct answer is C. passed down inherited characteristics,123.95311996806413,,,
SPLIT_0_OF_1,203,Photosynthesis means plants are unable to,convert sunlight to sand,provide food sources for others,be producers in an ecosystem,make their own food,,,,,,,A,D,False,generate,D,118,7,D. make their own food,88.61139102373272,,,
SPLIT_0_OF_1,204,"Through DNA, a rabbit will have long ears if",rabbits are born with ears,there was a lot of food,genetic contributors had long ears,parents were also rabbits,,,,,,,C,A,False,generate,A,123,12,The correct answer is A. rabbits are born with ears,130.9952070005238,,,
SPLIT_0_OF_1,205,"There are various creatures that live in forests, such as",giant fish,enormous crabs,whitetails,desert jackals,,,,,,,C,A,False,generate,A,114,9,The correct answer is A. giant fish,105.72021803818643,,,
SPLIT_0_OF_1,206,An octopus protects itself with,water splashing,running fast,long hands,pigment squirting,,,,,,,D,D,True,generate,D,109,10,The correct answer is D. pigment squirting,114.41853101132438,,,
SPLIT_0_OF_1,207,Resources decreasing in an environment,induces organisms to use more of their resources,causes an increase in use of resources,causes an uptick in birthrate,induces organisms to be more economical with resources,,,,,,,D,D,True,generate,D,128,16,The correct answer is D. induces organisms to be more economical with resources.,166.22412396827713,,,
SPLIT_0_OF_1,208,The sidewalk next to a house having a crack in it and having vegetation growing from it is considered?,insects,weathering,lava,erosion,,,,,,,B,D,False,generate,D,117,8,The correct answer is D. erosion,97.16148400912061,,,
SPLIT_0_OF_1,209,"If you wanted to make a necklace, how long would you have to wait for the materials to appear inside the Earth?",millions of years,1 day,10 days,100 days,,,,,,,A,A,True,generate,A,131,2,A,45.557321049273014,,,
SPLIT_0_OF_1,210,Moon phases,change the moon into cheese,alter the way the moon's facade looks,change moon lakes into vapor,cause lunar eclipse every day,,,,,,,B,B,True,generate,B,118,15,The correct answer is B. alter the way the moon's facade looks,157.6567660085857,,,
SPLIT_0_OF_1,211,"If hot water were poured on an arm, what would happen to internal organs?",they would be scalded,organs would remain uneffected,they would begin to decay,they would experience pain,,,,,,,B,A,False,generate,A,129,13,The correct answer is A. they would be scalded,141.3261559791863,,,
SPLIT_0_OF_1,212,Barnyard bovines,eat organic chicken,eat eggs,eat beef,eat alfalfa hay,,,,,,,D,D,True,generate,D,110,11,The correct answer is D. eat alfalfa hay,122.36887798644602,,,
SPLIT_0_OF_1,213,Desert environments features,tropical plants,tons of sun,massive rain totals,icy precipitation,,,,,,,B,A,False,generate,A,107,7,The correct answer is A.,88.75461103161797,,,
SPLIT_0_OF_1,214,"a large cluster of humans, dogs, apple trees, atmosphere and more can be called",army of ants,a community,a toy store,a shopping mall,,,,,,,B,B,True,generate,B,121,9,The correct answer is B. a community,105.45740701491013,,,
SPLIT_0_OF_1,215,"A person is considering various organs, and is looking at which ones will be most muscular. A contender for most muscular is",the lungs,the kidney,the heart,the liver,,,,,,,C,A,False,generate,A,125,9,The correct answer is A. the lungs,105.55040201870725,,,
SPLIT_0_OF_1,216,Which pair don't reproduce the same way?,rabbit and hare,mule and hinny,cat and catfish,caterpillar and butterfly,,,,,,,C,B,False,generate,B,117,12,The correct answer is B. mule and hinny,131.7157429875806,,,
SPLIT_0_OF_1,217,Which of the following is warm blooded?,toad,snake,turtle,skunk,,,,,,,D,A,False,generate,A,107,9,The correct answer is A. toad,105.56637198897079,,,
SPLIT_0_OF_1,218,"A male bird spots a female of his species and begins a fancy dance, flashing his bright feathers around in the air, showing off. This male is attempting to procure",a manager,an agent,a meal,a reproductive companion,,,,,,,D,D,True,generate,D,135,6,D. a reproductive companion,80.08456899551675,,,
SPLIT_0_OF_1,219,Vast quantities of metal can be obtained from,a quarry,concerts,forests,salt,,,,,,,A,A,True,generate,A,107,9,The correct answer is A. a quarry,106.15183599293232,,,
SPLIT_0_OF_1,220,Roasting a turkey requires adding what type of energy,Heat,Kinetic,Magnetic,Chemical,,,,,,,A,A,True,generate,A,108,2,A,44.958389014936984,,,
SPLIT_0_OF_1,221,Dry environments often,liberally use water for everything,allow plants to flourish,require people to move,institute rules about water usage,,,,,,,D,D,True,generate,D,115,12,The correct answer is D. institute rules about water usage,130.3934910101816,,,
SPLIT_0_OF_1,222,Phloem moves things around a plant similar to how,blood moves in a body,leaves move in the wind,water moves in a system,cars move on a street,,,,,,,A,A,True,generate,A,124,2,A,45.086749945767224,,,
SPLIT_0_OF_1,223,Where would a polar bear be most comfortable?,Arizona,Georgia,Florida,Nebraska,,,,,,,D,A,False,generate,A,105,8,The correct answer is A. Arizona,96.88305499730632,,,
SPLIT_0_OF_1,224,"When a plane is in the sky and is several miles away, the light seen is barely visible, but when it is drawing near",light is far away,light is more easily seen,light is more distant,light is further away,,,,,,,B,B,True,generate,B,136,12,The correct answer is B. light is more easily seen,133.00686003640294,,,
SPLIT_0_OF_1,225,Members of rock bands often perform with,flutes,sandals,earplugs,gloves,,,,,,,C,A,False,generate,A,107,6,The correct answer is A,80.16211097128689,,,
SPLIT_0_OF_1,226,Muscles move bones to produce movement like when,arms are resting,hair is growing,smiles are invisible,toes are wiggled,,,,,,,D,D,True,generate,D,116,12,The correct answer is D. toes are wiggled,131.9166169851087,,,
SPLIT_0_OF_1,227,How is electricity produced from the ocean?,decaying organic material from sealife,energy is accessed underwater from tides,drills to access oil supplies,chemical reactions produced from the salt in the water,,,,,,,B,D,False,generate,D,128,7,The correct answer is D.,88.72706000693142,,,
SPLIT_0_OF_1,228,small reptile's diet consists mostly of,invertebrates,insects,mammals,fish,,,,,,,B,A,False,generate,A,107,10,The correct answer is A. invertebrates,114.0053000417538,,,
SPLIT_0_OF_1,229,The life work of a flower is to,provide nice scents,be successfully fertilized,grow very tall,look pretty,,,,,,,B,A,False,generate,A,114,11,The correct answer is A. provide nice scents,123.11150797177106,,,
SPLIT_0_OF_1,230,Which of these would create the most sound if struck with a metal spoon?,the plastic water bottle,the backside of a person,the hair on a doll,the chassis of a car,,,,,,,D,A,False,generate,A,127,11,The correct answer is A. the plastic water bottle,122.35057400539517,,,
SPLIT_0_OF_1,231,During landslides there is often a lot of,air,mud,snow,wind,,,,,,,B,B,True,generate,B,107,8,The correct answer is B. mud,96.54862800380215,,,
SPLIT_0_OF_1,232,An example of a chemical reaction would be,A rusty fence,Sleeping,Drinking water,Rain,,,,,,,A,A,True,generate,A,108,7,The correct answer is A.,88.37675303220749,,,
SPLIT_0_OF_1,233,The size of an object and the ability to see it more easily have what kind of relationship?,equal,inverse,direct,reverse,,,,,,,C,D,False,generate,D,115,8,The correct answer is D. reverse,96.19836899219081,,,
SPLIT_0_OF_1,234,Tuna primarily eat,"parasites, soybeans and flaxseeds","sea turtles, sharks and coral reefs","spineless marine organisms, cartilaginous and gelatinous organisms","sea vegetables like kelp, Irish moss and Arame",,,,,,,C,A,False,generate,A,138,7,The correct answer is A.,88.95354700507596,,,
SPLIT_0_OF_1,235,Evaporation of water can lead to,waterfalls,blizzards,earthquakes,hot springs,,,,,,,B,A,False,generate,A,108,9,The correct answer is A. waterfalls,105.54649698315188,,,
SPLIT_0_OF_1,236,What is an electrical energy conductor?,horseshoe,tire,cotton shirt,maple branch,,,,,,,A,A,True,generate,A,107,10,The correct answer is A. horseshoe,114.0102109638974,,,
SPLIT_0_OF_1,237,What kind of substance will cool when it touches a cold object?,warm,frozen,chilly,cold,,,,,,,A,D,False,generate,D,109,8,The correct answer is D. cold,97.1651739673689,,,
SPLIT_0_OF_1,238,Scraping an object,may cause the object to grow in size,may cause the object to fall,may cause pieces to flake off the object,may cause the object to snap in half,,,,,,,C,A,False,generate,A,129,7,The correct answer is A.,89.34278500964865,,,
SPLIT_0_OF_1,239,A pulley is used to lift a flag on a flagpole by,moving a rope sideways,putting something in the air,moving things with wheels,yanking string up a wheel,,,,,,,D,D,True,generate,D,126,13,The correct answer is D. yanking string up a wheel,141.42211998114362,,,
SPLIT_0_OF_1,240,Which animal lays eggs,emus,dogs,squirrels,giraffes,,,,,,,A,A,True,generate,A,105,9,The correct answer is A. emus,105.65161897102371,,,
SPLIT_0_OF_1,241,Dunes can be made out of the same thing as,clothes,food,forests,castles,,,,,,,D,A,False,generate,A,109,8,The correct answer is A. clothes,97.11109899217263,,,
SPLIT_0_OF_1,242,A learned behavior is exhibited when,squinting in bright light,inhaling and exhaling during sleep,blinking and gulping air,nailing up a picture frame,,,,,,,D,A,False,generate,A,123,13,The correct answer is A. squinting in bright light,139.89466096973047,,,
SPLIT_0_OF_1,243,Wax can be used similarly to,wood,rubber,water,metal,,,,,,,B,D,False,generate,D,104,8,The correct answer is D. metal,96.38731798622757,,,
SPLIT_0_OF_1,244,Bill planted rapeseed in his field one year and soybeans the next in order to,get bigger yields,make things boring,keep things random,get smaller yields,,,,,,,A,A,True,generate,A,123,10,The correct answer is A. get bigger yields,113.85497299488634,,,
SPLIT_0_OF_1,245,What is the primary reason my duck feather filled jacket works well against the snow,feathers slows heat transfer,the natural duck wax,a synthetic thick liner,small flexible solar panels,,,,,,,A,A,True,generate,A,124,2,A,44.968732981942594,,,
SPLIT_0_OF_1,246,Turbines churning seawater can be used to produce what?,a charge for appliances,large quantities of soup,large schools of fish,creating some sharp cheese,,,,,,,A,A,True,generate,A,122,11,The correct answer is A. a charge for appliances,122.85997596336529,,,
SPLIT_0_OF_1,247,What will increase when a substance absorbs solar energy?,weight,height,hotness,nutrition,,,,,,,C,C,True,generate,C,107,9,The correct answer is C. hotness,105.87511101039127,,,
SPLIT_0_OF_1,248,Which of these travels through the air?,planets,thoughts,automobile,music,,,,,,,D,A,False,generate,A,104,8,The correct answer is A. planets,97.13404800277203,,,
SPLIT_0_OF_1,249,"A company makes notebooks for college courses, so their main material is",chips,water,grass,trees,,,,,,,D,A,False,generate,A,110,8,The correct answer is A. chips,97.07588003948331,,,
SPLIT_0_OF_1,250,Rain is usually guaranteed when all are present but,cirrus clouds,cumulus clouds,hail stones,direct sunshine,,,,,,,D,A,False,generate,A,112,10,The correct answer is A. cirrus clouds,114.67457702383399,,,
SPLIT_0_OF_1,251,Sources of air pollution are,Walking,Landfills,Water,Chips,,,,,,,B,A,False,generate,A,103,8,The correct answer is A. Walking,96.34802502114326,,,
SPLIT_0_OF_1,252,What are iron nails made out of?,wood,plastic,metal,glass,,,,,,,C,C,True,generate,C,104,8,The correct answer is C. metal,97.28444303618744,,,
SPLIT_0_OF_1,253,Putting one kind of soda into the same cup as another kind of soda is doing what to the substances?,combining,drinking,Subtracting,throwing,,,,,,,A,A,True,generate,A,118,4,A. combining,62.582042010035366,,,
SPLIT_0_OF_1,254,A moth leaving it's cocoon is the final step in a,life cycle,transformation,recycling process,chemical reaction,,,,,,,B,A,False,generate,A,113,5,A. life cycle,71.09555799979717,,,
SPLIT_0_OF_1,255,Which of these combinations would be desired if someone wanted to make a cutting implement that lasts a long time?,ice and snow,sticks and stones,snow and water,iron and carbon,,,,,,,D,D,True,generate,D,125,6,D. iron and carbon,80.12416400015354,,,
SPLIT_0_OF_1,256,Which of the following is powered the same way an electric car is?,a bicycle,a motorcycle,a propane grill,a blender,,,,,,,D,A,False,generate,A,115,9,The correct answer is A. a bicycle,105.0202629994601,,,
SPLIT_0_OF_1,257,Aluminum is what?,reprocessable,plastic,liquid,absorbent,,,,,,,A,A,True,generate,A,103,6,The correct answer is A,79.38495598500594,,,
SPLIT_0_OF_1,258,To get warm frogs can,wear a Christmas sweater,Drink a hot chocolate,Go for a run,sit under a lamp,,,,,,,D,A,False,generate,A,114,7,The correct answer is A.,88.49695295793936,,,
SPLIT_0_OF_1,259,"if you put wine from a jug into a thin bottle, how come it conforms?",it exhibits absolute rigidity,it is a solid mass,all of these,it is a variable substance,,,,,,,D,C,False,generate,C,127,10,The correct answer is C. all of these,114.7079190122895,,,
